h,b,T,f
91.11444,0.43145271,100,0
92.36617,0.4327743,100,0
93.61790,0.43405773,100,0
94.86963,0.43531252,100,0
96.12136,0.43655778,100,0
97.37310,0.43778872,100,0
98.52718,0.43886712,100,0
99.65236,0.44002346,100,0
100.83026,0.44099967,100,0
102.08199,0.44211134,100,0
103.33372,0.44325163,100,0
104.58545,0.44427742,100,0
105.92889,0.44560565,100,0
107.08892,0.44683396,100,0
108.34065,0.44753726,100,0
109.54314,0.44845731,100,0
110.84411,0.44939203,100,0
112.09584,0.45037488,100,0
113.34757,0.45128616,100,0
114.70659,0.45264502,100,0
115.93499,0.45328501,100,0
117.10277,0.45410111,100,0
118.35450,0.45496468,100,0
119.60623,0.45585687,100,0
120.85796,0.45672044,100,0
122.10969,0.45755538,100,0
123.36142,0.45835693,100,0
124.52971,0.45893614,100,0
125.86489,0.46003158,100,0
127.11662,0.46080927,100,0
128.36835,0.46158696,100,0
129.62008,0.46235511,100,0
130.87181,0.46312325,100,0
132.12354,0.46384369,100,0
133.37527,0.46458798,100,0
134.62700,0.46530365,100,0
135.87874,0.46602885,100,0
137.13047,0.4667302,100,0
138.38220,0.46738862,100,0
139.63393,0.46808042,100,0
140.88566,0.46874361,100,0
142.13739,0.46941156,100,0
143.38912,0.47005566,100,0
144.64086,0.47066636,100,0
145.89259,0.47131046,100,0
147.14432,0.47192116,100,0
148.39605,0.47256049,100,0
149.73894,0.47310916,100,0
150.87242,0.47377408,100,0
152.15124,0.47433056,100,0
153.40298,0.47489355,100,0
154.65471,0.47547085,100,0
155.90644,0.4760243,100,0
157.15817,0.47659206,100,0
158.40990,0.4770978,100,0
159.66163,0.47762262,100,0
160.91336,0.47815698,100,0
162.16509,0.47870089,100,0
163.41683,0.4792114,100,0
164.66856,0.47972667,100,0
165.92029,0.48019901,100,0
167.17202,0.48067612,100,0
168.42375,0.48117709,100,0
169.67548,0.48164943,100,0
170.92721,0.48211222,100,0
172.17895,0.48254639,100,0
173.43068,0.48299488,100,0
174.70823,0.48353688,100,0
175.93414,0.48408746,100,0
177.18587,0.48430693,100,0
178.43760,0.48475541,100,0
179.68933,0.48521344,100,0
180.94107,0.48557604,100,0
182.19280,0.48597681,100,0
183.44453,0.4864253,100,0
184.55260,0.48692006,100,0
185.84111,0.48746233,100,0
187.19972,0.48758944,100,0
188.45145,0.48789002,100,0
189.70318,0.48832419,100,0
191.20524,0.48891659,100,0
192.62644,0.48927079,100,0
193.69664,0.48974251,100,0
194.71011,0.49015485,100,0
195.96184,0.49036234,100,0
197.21357,0.49073109,100,0
198.46530,0.49099412,100,0
199.71704,0.49141448,100,0
200.96877,0.49165667,100,0
202.22050,0.49184563,100,0
203.47223,0.49234337,100,0
204.72396,0.49260566,100,0
205.97569,0.4929519,100,0
207.22742,0.4933331,100,0
208.47915,0.49360434,100,0
209.73089,0.49399053,100,0
210.98262,0.49435271,100,0
212.23435,0.49456717,100,0
213.48608,0.49491593,100,0
214.73781,0.49531385,100,0
215.98954,0.49552616,100,0
217.24127,0.49613448,100,0
218.49301,0.49667838,100,0
219.74474,0.49675234,100,0
220.99647,0.49691694,100,0
222.24820,0.49701713,100,0
223.49993,0.4970553,100,0
224.75166,0.49725045,100,0
226.00339,0.49748901,100,0
227.25513,0.49753672,100,0
228.50686,0.49758204,100,0
229.75859,0.49766077,100,0
231.01032,0.49768701,100,0
232.26205,0.4977204,100,0
233.47252,0.49785656,100,0
234.76551,0.4985582,100,0
236.01724,0.49856297,100,0
237.26898,0.4986727,100,0
238.52071,0.49880629,100,0
239.77244,0.49885878,100,0
241.02417,0.49886832,100,0
242.27590,0.49895897,100,0
243.52763,0.49904962,100,0
244.77936,0.49914981,100,0
246.03110,0.49915936,100,0
247.28283,0.49915936,100,0
248.53456,0.49923092,100,0
249.68684,0.49925422,100,0
250.00485,0.49923787,100,0
248.89220,0.49925001,100,0
247.64046,0.49915936,100,0
246.38873,0.49915936,100,0
245.13700,0.49915936,100,0
243.88527,0.49907825,100,0
242.63354,0.49897805,100,0
241.38181,0.49889695,100,0
240.13008,0.49885878,100,0
238.87835,0.49883492,100,0
237.62661,0.49870133,100,0
236.37488,0.4985916,100,0
235.12315,0.4985582,100,0
233.77388,0.49775665,100,0
232.61969,0.49745607,100,0
231.36796,0.49745607,100,0
230.11623,0.49745607,100,0
228.86449,0.49745607,100,0
227.61276,0.49739882,100,0
226.36103,0.49730578,100,0
225.10930,0.49730578,100,0
223.85757,0.49730578,100,0
222.60584,0.49730578,100,0
221.35411,0.49730578,100,0
220.10237,0.49717696,100,0
218.85064,0.49705292,100,0
217.59891,0.49695511,100,0
216.34718,0.49688426,100,0
215.09545,0.49677309,100,0
213.84372,0.49675472,100,0
212.59199,0.49674178,100,0
211.34026,0.49668988,100,0
210.08852,0.49676252,100,0
208.83679,0.49659204,100,0
207.58506,0.49658907,100,0
206.33333,0.49644022,100,0
205.08160,0.49642344,100,0
203.82987,0.49640655,100,0
202.59267,0.49637773,100,0
201.39977,0.49621931,100,0
199.99073,0.49606763,100,0
198.68556,0.49581144,100,0
197.63082,0.49575899,100,0
196.37909,0.49570126,100,0
195.20842,0.49513801,100,0
193.87562,0.49466498,100,0
192.62389,0.49438826,100,0
191.37216,0.49428806,100,0
190.12043,0.49400657,100,0
188.86870,0.49377756,100,0
187.61697,0.49364397,100,0
186.36523,0.49330045,100,0
185.11350,0.49313823,100,0
183.86177,0.49292353,100,0
182.61004,0.49258478,100,0
181.35831,0.49247505,100,0
180.10658,0.49211722,100,0
178.85485,0.49193591,100,0
177.60311,0.49168782,100,0
176.35138,0.49138247,100,0
175.05407,0.49124705,100,0
173.84792,0.49082902,100,0
172.59619,0.49069066,100,0
171.34446,0.4903042,100,0
170.09273,0.49011335,100,0
168.84100,0.48979369,100,0
167.58926,0.48952174,100,0
166.33753,0.48924024,100,0
165.08580,0.48894444,100,0
163.83407,0.48867248,100,0
162.58234,0.48835282,100,0
161.33061,0.48807132,100,0
160.07888,0.48774212,100,0
158.82714,0.48745108,100,0
157.57541,0.48712665,100,0
156.32368,0.48681653,100,0
155.07195,0.48651118,100,0
153.82022,0.48613426,100,0
152.56849,0.48587662,100,0
151.31676,0.48546153,100,0
149.98928,0.48502643,100,0
148.81329,0.48476495,100,0
147.56156,0.48450731,100,0
146.30983,0.48412563,100,0
145.05810,0.48375348,100,0
143.80637,0.48345767,100,0
142.55464,0.48301396,100,0
141.30291,0.48270384,100,0
140.05117,0.48232215,100,0
138.79944,0.48189752,100,0
137.54771,0.4815874,100,0
136.29598,0.48115323,100,0
135.04425,0.480762,100,0
133.79252,0.48040894,100,0
132.54079,0.47996046,100,0
131.28905,0.47955491,100,0
130.03732,0.47918754,100,0
128.78559,0.47873429,100,0
127.53386,0.4782858,100,0
126.28213,0.47791366,100,0
124.93190,0.47755198,100,0
123.73595,0.47699714,100,0
122.52694,0.47655389,100,0
121.27520,0.47615312,100,0
120.02347,0.47567124,100,0
118.77174,0.47518459,100,0
117.52001,0.47469317,100,0
116.26828,0.474259,100,0
115.01655,0.47377712,100,0
113.76482,0.47328569,100,0
112.51308,0.47277518,100,0
111.26135,0.47226468,100,0
110.00962,0.47176371,100,0
108.75789,0.47126275,100,0
107.50616,0.47073315,100,0
106.25443,0.47019402,100,0
105.00270,0.46966443,100,0
103.75096,0.46912052,100,0
102.49923,0.46858139,100,0
101.24750,0.46799454,100,0
99.98222,0.46792645,100,0
98.84835,0.46699023,100,0
97.49231,0.46623878,100,0
96.24058,0.46565194,100,0
94.98885,0.46505078,100,0
93.73711,0.46442576,100,0
92.48538,0.46380075,100,0
91.23365,0.46314711,100,0
89.98192,0.46250301,100,0
88.73019,0.46185414,100,0
87.47846,0.46115279,100,0
86.22673,0.46049438,100,0
84.97499,0.45978826,100,0
83.72326,0.45907736,100,0
82.47153,0.45833784,100,0
81.21980,0.45758878,100,0
79.96807,0.45684926,100,0
78.71634,0.45607634,100,0
77.46461,0.45529388,100,0
76.12943,0.45474528,100,0
74.96114,0.4544494,100,0
73.74518,0.45273247,100,0
72.48477,0.45159498,100,0
71.20595,0.45106192,100,0
69.95422,0.45016495,100,0
68.70249,0.44926799,100,0
67.36969,0.4482172,100,0
66.19902,0.44749723,100,0
64.97561,0.44670164,100,0
63.69556,0.44523641,100,0
62.44383,0.444182,100,0
61.19210,0.44306079,100,0
59.94037,0.44192049,100,0
58.68864,0.44070386,100,0
57.43690,0.43950155,100,0
56.18517,0.43820381,100,0
54.93344,0.43682019,100,0
53.68171,0.4353984,100,0
52.39111,0.43369408,100,0
51.25687,0.43238618,100,0
50.00757,0.43133581,100,0
48.77910,0.42952571,100,0
47.42305,0.42707761,100,0
46.17132,0.42463958,100,0
44.91959,0.42197731,100,0
43.66786,0.41904308,100,0
42.41613,0.41592755,100,0
41.16440,0.4125353,100,0
39.91267,0.40893312,100,0
38.66093,0.40509239,100,0
37.54075,0.40132838,100,0
36.24174,0.3973375,100,0
35.42323,0.3936333,100,0
34.45551,0.38984205,100,0
33.29111,0.38505715,100,0
32.28306,0.38091092,100,0
31.28060,0.37674773,100,0
30.32567,0.3726123,100,0
29.42196,0.36853767,100,0
28.52787,0.36435294,100,0
27.64200,0.36020195,100,0
26.69257,0.35587983,100,0
25.94409,0.35235346,100,0
25.17883,0.3482086,100,0
24.57789,0.34510069,100,0
23.89930,0.34145695,100,0
23.16331,0.33681192,100,0
22.39320,0.33253029,100,0
21.66838,0.32821798,100,0
20.92807,0.32389665,100,0
20.21280,0.31959253,100,0
19.49752,0.31521326,100,0
18.88074,0.31139187,100,0
18.09678,0.30634238,100,0
17.45165,0.30298013,100,0
16.80852,0.2985442,100,0
16.30126,0.29444029,100,0
15.79768,0.29080551,100,0
15.15052,0.28664512,100,0
14.55020,0.28235661,100,0
13.95414,0.27810843,100,0
13.35808,0.27379512,100,0
12.76358,0.26953269,100,0
12.21960,0.26517351,100,0
11.59969,0.26066983,100,0
11.00677,0.25624393,100,0
10.53237,0.25296206,100,0
9.92272,0.24799247,100,0
9.51348,0.24426233,100,0
9.06217,0.24019371,100,0
8.44056,0.23567945,100,0
7.90411,0.23123199,100,0
7.36451,0.22660261,100,0
6.80139,0.22194187,100,0
6.26493,0.21729959,100,0
